billing_month,issue_date,due_date,units_consumed,variable_charges,fixed_charges,gst,electricity_duty,tv_fee,late_payment_surcharge,total_amount,amount_within_due_date,amount_after_due_date,tariff_applied,reference_no,meter_number,consumer_id,consumer_name,address
AUG 24,2024-08-25,2024-09-08,3632.25,65438.29,50.0,11787.89,981.57,0,0.0,78257.76,78257.76,82170.65,A-1a,11 92288 2913002 U,61319806303,8548448,Bairbel Mahbub,"H NO 588 Taamir Lodge, WESTRIDGE, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,2956.81,51253.95,50.0,9234.71,768.81,35,0.0,61342.47,61342.47,64409.59,A-1a,11 71478 8600261 U,61319806303,8548448,Bairbel Mahbub,"H NO 588 Taamir Lodge, WESTRIDGE, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,2467.04,40968.74,50.0,7383.37,614.53,0,2050.94,51067.58,51067.58,53620.95,A-1a,11 68949 5361549 U,61319806303,8548448,Bairbel Mahbub,"H NO 588 Taamir Lodge, WESTRIDGE, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,2158.32,34485.7,50.0,6216.43,517.29,0,0.0,41269.41,41269.41,43332.88,A-1a,11 76393 9835268 U,61319806303,8548448,Bairbel Mahbub,"H NO 588 Taamir Lodge, WESTRIDGE, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,1938.41,29867.61,50.0,5385.17,448.01,0,0.0,35750.79,35750.79,37538.33,A-1a,11 61933 6973165 U,61319806303,8548448,Bairbel Mahbub,"H NO 588 Taamir Lodge, WESTRIDGE, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,1920.73,29496.27,50.0,5318.33,442.44,35,0.0,35342.04,35342.04,37109.14,A-1a,11 22366 9097253 U,61319806303,8548448,Bairbel Mahbub,"H NO 588 Taamir Lodge, WESTRIDGE, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,1920.59,29493.35,50.0,5317.8,442.4,0,0.0,35303.55,35303.55,37068.73,A-1a,11 30631 6722758 U,51282698163,8487220,Qays Baleegh,"H NO 874 Ubay Village, DHOKE KALA KHAN, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,1821.94,27421.76,50.0,4944.92,411.33,35,0.0,32863.0,32863.0,34506.15,A-1a,11 72765 6278212 U,51282698163,8487220,Qays Baleegh,"H NO 874 Ubay Village, DHOKE KALA KHAN, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,2269.76,36825.94,50.0,6637.67,552.39,0,0.0,44066.0,44066.0,46269.3,A-1a,11 10684 8353100 U,51282698163,8487220,Qays Baleegh,"H NO 874 Ubay Village, DHOKE KALA KHAN, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,2443.74,40479.6,50.0,7295.33,607.19,0,0.0,48432.13,48432.13,50853.73,A-1a,11 57697 5789384 U,51282698163,8487220,Qays Baleegh,"H NO 874 Ubay Village, DHOKE KALA KHAN, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,3336.14,59219.88,50.0,10668.58,888.3,35,0.0,70861.75,70861.75,74404.84,A-1a,11 39244 4529773 U,51282698163,8487220,Qays Baleegh,"H NO 874 Ubay Village, DHOKE KALA KHAN, RAWALPINDI"
JUN 24,2024-06-25,2024-07-09,3888.58,70821.22,50.0,12756.82,1062.32,0,0.0,84690.36,84690.36,88924.88,A-1a,11 90543 4561717 U,51282698163,8487220,Qays Baleegh,"H NO 874 Ubay Village, DHOKE KALA KHAN, RAWALPINDI"
JUL 24,2024-07-25,2024-08-08,3875.4,70544.4,50.0,12706.99,1058.17,0,0.0,84359.56,84359.56,88577.54,A-1a,11 55356 1982128 U,51282698163,8487220,Qays Baleegh,"H NO 874 Ubay Village, DHOKE KALA KHAN, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,3675.2,66340.22,50.0,11950.24,995.1,0,3319.51,82655.08,82655.08,86787.83,A-1a,11 45513 3756642 U,51282698163,8487220,Qays Baleegh,"H NO 874 Ubay Village, DHOKE KALA KHAN, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,2985.74,51861.48,50.0,9344.07,777.92,35,0.0,62068.47,62068.47,65171.89,A-1a,11 63903 8133320 U,51282698163,8487220,Qays Baleegh,"H NO 874 Ubay Village, DHOKE KALA KHAN, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,2509.99,41870.73,50.0,7545.73,628.06,0,0.0,50094.52,50094.52,52599.24,A-1a,11 92073 5028475 U,51282698163,8487220,Qays Baleegh,"H NO 874 Ubay Village, DHOKE KALA KHAN, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,2178.92,34918.38,50.0,6294.31,523.78,0,0.0,41786.47,41786.47,43875.79,A-1a,11 20859 2358699 U,51282698163,8487220,Qays Baleegh,"H NO 874 Ubay Village, DHOKE KALA KHAN, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,1977.2,30682.2,50.0,5531.8,460.23,35,0.0,36759.23,36759.23,38597.19,A-1a,11 74905 4553645 U,51282698163,8487220,Qays Baleegh,"H NO 874 Ubay Village, DHOKE KALA KHAN, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,1893.27,28919.63,50.0,5214.53,433.79,35,0.0,34652.96,34652.96,36385.6,A-1a,11 27845 9647681 U,51282698163,8487220,Qays Baleegh,"H NO 874 Ubay Village, DHOKE KALA KHAN, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,3964.12,81846.48,1177.5,14944.32,1227.7,0,0.0,99195.99,99195.99,104155.79,A-2a,11 45829 5507040 U,60653540259,3920762,Taalib Ibrahim,"H NO 206 Tahmaseb Harbor, WESTRIDGE, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,3647.57,75198.89,1177.5,13747.75,1127.98,35,0.0,91287.12,91287.12,95851.47,A-2a,11 63165 8551449 U,60653540259,3920762,Taalib Ibrahim,"H NO 206 Tahmaseb Harbor, WESTRIDGE, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,4429.07,91610.39,1177.5,16701.82,1374.16,35,0.0,110898.86,110898.86,116443.8,A-2a,11 96257 1396595 U,60653540259,3920762,Taalib Ibrahim,"H NO 206 Tahmaseb Harbor, WESTRIDGE, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,4890.67,101304.15,1177.5,18446.7,1519.56,0,0.0,122447.91,122447.91,128570.31,A-2a,11 31318 4098028 U,60653540259,3920762,Taalib Ibrahim,"H NO 206 Tahmaseb Harbor, WESTRIDGE, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,6678.5,138848.52,1177.5,25204.68,2082.73,0,0.0,167313.43,167313.43,175679.1,A-2a,11 91602 9252625 U,60653540259,3920762,Taalib Ibrahim,"H NO 206 Tahmaseb Harbor, WESTRIDGE, RAWALPINDI"
JUN 24,2024-06-25,2024-07-09,7607.11,158349.27,1177.5,28714.82,2375.24,35,0.0,190651.83,190651.83,200184.42,A-2a,11 80541 7328724 U,60653540259,3920762,Taalib Ibrahim,"H NO 206 Tahmaseb Harbor, WESTRIDGE, RAWALPINDI"
JUL 24,2024-07-25,2024-08-08,7775.09,161876.83,1177.5,29349.78,2428.15,0,8152.72,202984.97,202984.97,213134.22,A-2a,11 66661 4763567 U,60653540259,3920762,Taalib Ibrahim,"H NO 206 Tahmaseb Harbor, WESTRIDGE, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,7231.37,150458.77,1177.5,27294.53,2256.88,0,0.0,181187.68,181187.68,190247.06,A-2a,11 65316 6250844 U,60653540259,3920762,Taalib Ibrahim,"H NO 206 Tahmaseb Harbor, WESTRIDGE, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,5962.18,123805.7,1177.5,22496.98,1857.09,0,0.0,149337.26,149337.26,156804.12,A-2a,11 25289 8745495 U,60653540259,3920762,Taalib Ibrahim,"H NO 206 Tahmaseb Harbor, WESTRIDGE, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,4994.34,103481.18,1177.5,18838.56,1552.22,35,0.0,125084.46,125084.46,131338.69,A-2a,11 63411 5787559 U,60653540259,3920762,Taalib Ibrahim,"H NO 206 Tahmaseb Harbor, WESTRIDGE, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,4345.1,89847.14,1177.5,16384.44,1347.71,0,0.0,108756.78,108756.78,114194.62,A-2a,11 25277 1971423 U,60653540259,3920762,Taalib Ibrahim,"H NO 206 Tahmaseb Harbor, WESTRIDGE, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,3960.35,81767.41,1177.5,14930.08,1226.51,35,0.0,99136.51,99136.51,104093.33,A-2a,11 79877 4017002 U,60653540259,3920762,Taalib Ibrahim,"H NO 206 Tahmaseb Harbor, WESTRIDGE, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,3799.94,78398.72,1177.5,14323.72,1175.98,0,0.0,95075.92,95075.92,99829.72,A-2a,11 28219 5660961 U,60653540259,3920762,Taalib Ibrahim,"H NO 206 Tahmaseb Harbor, WESTRIDGE, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,19409.62,310553.98,109938.0,75688.56,4658.31,35,0.0,500873.85,500873.85,525917.54,B-2,11 92610 7152659 U,21059113473,9819709,Aryan Babar,"H NO 461 Qaim Plain, KOHAT ROAD, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,18020.43,288326.82,109938.0,71687.67,4324.9,0,0.0,474277.39,474277.39,497991.25,B-2,11 39280 5718746 U,21059113473,9819709,Aryan Babar,"H NO 461 Qaim Plain, KOHAT ROAD, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,22420.45,358727.15,109938.0,84359.73,5380.91,35,0.0,558440.79,558440.79,586362.83,B-2,11 49589 9189207 U,21059113473,9819709,Aryan Babar,"H NO 461 Qaim Plain, KOHAT ROAD, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,24333.21,389331.38,109938.0,89868.49,5839.97,35,24963.47,619976.3,619976.3,650975.12,B-2,11 69552 8565808 U,21059113473,9819709,Aryan Babar,"H NO 461 Qaim Plain, KOHAT ROAD, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,33290.93,532654.82,109938.0,115666.71,7989.82,0,0.0,766249.35,766249.35,804561.81,B-2,11 60408 6671250 U,21059113473,9819709,Aryan Babar,"H NO 461 Qaim Plain, KOHAT ROAD, RAWALPINDI"
JUN 24,2024-06-25,2024-07-09,37710.45,603367.23,109938.0,128394.94,9050.51,35,35665.26,886450.94,886450.94,930773.49,B-2,11 83891 2268847 U,21059113473,9819709,Aryan Babar,"H NO 461 Qaim Plain, KOHAT ROAD, RAWALPINDI"
JUL 24,2024-07-25,2024-08-08,38736.23,619779.68,109938.0,131349.18,9296.7,0,0.0,870363.56,870363.56,913881.74,B-2,11 71504 3027821 U,21059113473,9819709,Aryan Babar,"H NO 461 Qaim Plain, KOHAT ROAD, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,36139.81,578236.99,109938.0,123871.5,8673.55,0,0.0,820720.05,820720.05,861756.05,B-2,11 60817 9605554 U,21059113473,9819709,Aryan Babar,"H NO 461 Qaim Plain, KOHAT ROAD, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,29645.96,474335.33,109938.0,105169.2,7115.03,0,0.0,696557.56,696557.56,731385.43,B-2,11 22279 5195502 U,21059113473,9819709,Aryan Babar,"H NO 461 Qaim Plain, KOHAT ROAD, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,25102.67,401642.77,109938.0,92084.54,6024.64,35,0.0,609724.95,609724.95,640211.2,B-2,11 14507 1394586 U,21059113473,9819709,Aryan Babar,"H NO 461 Qaim Plain, KOHAT ROAD, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,21644.4,346310.38,109938.0,82124.71,5194.66,0,0.0,543567.75,543567.75,570746.14,B-2,11 73681 9150612 U,21059113473,9819709,Aryan Babar,"H NO 461 Qaim Plain, KOHAT ROAD, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,19568.86,313101.81,109938.0,76147.17,4696.53,35,0.0,503918.5,503918.5,529114.43,B-2,11 87448 2618299 U,21059113473,9819709,Aryan Babar,"H NO 461 Qaim Plain, KOHAT ROAD, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,19131.2,306099.14,109938.0,74886.68,4591.49,0,0.0,495515.31,495515.31,520291.07,B-2,11 47196 8005776 U,21059113473,9819709,Aryan Babar,"H NO 461 Qaim Plain, KOHAT ROAD, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,1944.33,29991.95,50.0,5407.55,449.88,0,0.0,35899.38,35899.38,37694.35,A-1a,11 13439 3092014 U,82760628868,4782763,Qasim Baseer,"H NO 651 Naeem Cape, MORGHAH, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,1838.26,27764.52,50.0,5006.61,416.47,0,0.0,33237.6,33237.6,34899.49,A-1a,11 85445 6687276 U,82760628868,4782763,Qasim Baseer,"H NO 651 Naeem Cape, MORGHAH, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,2226.01,35907.25,50.0,6472.31,538.61,0,0.0,42968.17,42968.17,45116.57,A-1a,11 28894 2558242 U,82760628868,4782763,Qasim Baseer,"H NO 651 Naeem Cape, MORGHAH, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,2443.46,40473.62,50.0,7294.25,607.1,0,0.0,48424.97,48424.97,50846.22,A-1a,11 67422 2799539 U,82760628868,4782763,Qasim Baseer,"H NO 651 Naeem Cape, MORGHAH, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,3339.17,59283.67,50.0,10680.06,889.26,0,0.0,70902.99,70902.99,74448.14,A-1a,11 13260 4725941 U,82760628868,4782763,Qasim Baseer,"H NO 651 Naeem Cape, MORGHAH, RAWALPINDI"
JUN 24,2024-06-25,2024-07-09,3730.71,67505.99,50.0,12160.08,1012.59,35,0.0,80763.66,80763.66,84801.85,A-1a,11 41050 1618952 U,82760628868,4782763,Qasim Baseer,"H NO 651 Naeem Cape, MORGHAH, RAWALPINDI"
JUL 24,2024-07-25,2024-08-08,3892.53,70904.03,50.0,12771.72,1063.56,0,0.0,84789.31,84789.31,89028.78,A-1a,11 22831 4095716 U,82760628868,4782763,Qasim Baseer,"H NO 651 Naeem Cape, MORGHAH, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,3607.94,64927.68,50.0,11695.98,973.92,0,0.0,77647.57,77647.57,81529.95,A-1a,11 10431 8398672 U,82760628868,4782763,Qasim Baseer,"H NO 651 Naeem Cape, MORGHAH, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,3000.23,52165.85,50.0,9398.85,782.49,0,0.0,62397.19,62397.19,65517.05,A-1a,11 75820 4187336 U,82760628868,4782763,Qasim Baseer,"H NO 651 Naeem Cape, MORGHAH, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,2465.73,40941.25,50.0,7378.42,614.12,35,0.0,49018.79,49018.79,51469.73,A-1a,11 99042 3368378 U,82760628868,4782763,Qasim Baseer,"H NO 651 Naeem Cape, MORGHAH, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,2182.82,35000.18,50.0,6309.03,525.0,0,0.0,41884.21,41884.21,43978.42,A-1a,11 37472 2997601 U,82760628868,4782763,Qasim Baseer,"H NO 651 Naeem Cape, MORGHAH, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,1970.84,30548.66,50.0,5507.76,458.23,0,0.0,36564.65,36564.65,38392.88,A-1a,11 42247 5140595 U,82760628868,4782763,Qasim Baseer,"H NO 651 Naeem Cape, MORGHAH, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,1905.73,29181.35,50.0,5261.64,437.72,0,0.0,34930.71,34930.71,36677.25,A-1a,11 90318 2032481 U,82760628868,4782763,Qasim Baseer,"H NO 651 Naeem Cape, MORGHAH, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,19408.6,271720.44,1164.0,49119.2,4075.81,35,0.0,326114.45,326114.45,342420.17,B-1,11 56307 3954098 U,14643816804,1476028,Makeen Luqmaan,"H NO 786 Mahfuj Well, MORGHAH, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,18239.08,255347.09,1164.0,46172.0,3830.21,35,0.0,306548.29,306548.29,321875.71,B-1,11 93293 7361254 U,14643816804,1476028,Makeen Luqmaan,"H NO 786 Mahfuj Well, MORGHAH, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,22650.09,317101.32,1164.0,57287.76,4756.52,35,0.0,380344.59,380344.59,399361.82,B-1,11 87029 6130989 U,14643816804,1476028,Makeen Luqmaan,"H NO 786 Mahfuj Well, MORGHAH, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,24377.51,341285.2,1164.0,61640.86,5119.28,35,0.0,409244.33,409244.33,429706.55,B-1,11 56544 1553301 U,14643816804,1476028,Makeen Luqmaan,"H NO 786 Mahfuj Well, MORGHAH, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,33344.22,466819.09,1164.0,84236.96,7002.29,0,0.0,559222.34,559222.34,587183.45,B-1,11 64286 7427813 U,14643816804,1476028,Makeen Luqmaan,"H NO 786 Mahfuj Well, MORGHAH, RAWALPINDI"
JUN 24,2024-06-25,2024-07-09,38132.53,533855.45,1164.0,96303.5,8007.83,0,0.0,639330.78,639330.78,671297.32,B-1,11 17074 4662048 U,14643816804,1476028,Makeen Luqmaan,"H NO 786 Mahfuj Well, MORGHAH, RAWALPINDI"
JUL 24,2024-07-25,2024-08-08,39769.0,556765.99,1164.0,100427.4,8351.49,0,0.0,666708.87,666708.87,700044.32,B-1,11 23111 7100489 U,14643816804,1476028,Makeen Luqmaan,"H NO 786 Mahfuj Well, MORGHAH, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,36715.55,514017.71,1164.0,92732.71,7710.27,35,25759.09,641418.77,641418.77,673489.71,B-1,11 96290 9787367 U,14643816804,1476028,Makeen Luqmaan,"H NO 786 Mahfuj Well, MORGHAH, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,29700.52,415807.34,1164.0,75054.84,6237.11,0,0.0,498263.29,498263.29,523176.45,B-1,11 84288 1735190 U,14643816804,1476028,Makeen Luqmaan,"H NO 786 Mahfuj Well, MORGHAH, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,24892.95,348501.26,1164.0,62939.75,5227.52,0,0.0,417832.52,417832.52,438724.15,B-1,11 29804 7857435 U,14643816804,1476028,Makeen Luqmaan,"H NO 786 Mahfuj Well, MORGHAH, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,21801.98,305227.66,1164.0,55150.5,4578.41,0,0.0,366120.58,366120.58,384426.61,B-1,11 33070 9816897 U,14643816804,1476028,Makeen Luqmaan,"H NO 786 Mahfuj Well, MORGHAH, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,19525.45,273356.23,1164.0,49413.64,4100.34,0,0.0,328034.21,328034.21,344435.93,B-1,11 42557 9561892 U,14643816804,1476028,Makeen Luqmaan,"H NO 786 Mahfuj Well, MORGHAH, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,18962.55,265475.66,1164.0,47995.14,3982.13,0,0.0,318616.93,318616.93,334547.78,B-1,11 94873 9694947 U,14643816804,1476028,Makeen Luqmaan,"H NO 786 Mahfuj Well, MORGHAH, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,1963.15,30387.15,50.0,5478.69,455.81,0,0.0,36371.64,36371.64,38190.23,A-1a,11 54926 7692975 U,76209591246,8375356,Awamiri Zackariya,"H NO 148 Qutaybah Tunnel, CHAKLALA, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,1828.55,27560.49,50.0,4969.89,413.41,35,1380.52,34409.31,34409.31,36129.77,A-1a,11 60924 8727248 U,76209591246,8375356,Awamiri Zackariya,"H NO 148 Qutaybah Tunnel, CHAKLALA, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,2213.99,35654.75,50.0,6426.85,534.82,0,0.0,42666.42,42666.42,44799.75,A-1a,11 24481 3191135 U,76209591246,8375356,Awamiri Zackariya,"H NO 148 Qutaybah Tunnel, CHAKLALA, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,2384.5,39235.6,50.0,7071.41,588.53,0,0.0,46945.55,46945.55,49292.83,A-1a,11 31835 5064728 U,76209591246,8375356,Awamiri Zackariya,"H NO 148 Qutaybah Tunnel, CHAKLALA, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,3309.16,58653.3,50.0,10566.59,879.8,35,0.0,70184.69,70184.69,73693.92,A-1a,11 44448 8647373 U,76209591246,8375356,Awamiri Zackariya,"H NO 148 Qutaybah Tunnel, CHAKLALA, RAWALPINDI"
JUN 24,2024-06-25,2024-07-09,3757.79,68074.63,50.0,12262.43,1021.12,0,0.0,81408.19,81408.19,85478.59,A-1a,11 59816 6550042 U,76209591246,8375356,Awamiri Zackariya,"H NO 148 Qutaybah Tunnel, CHAKLALA, RAWALPINDI"
JUL 24,2024-07-25,2024-08-08,3908.38,71237.0,50.0,12831.66,1068.56,0,0.0,85187.22,85187.22,89446.58,A-1a,11 56815 2858014 U,76209591246,8375356,Awamiri Zackariya,"H NO 148 Qutaybah Tunnel, CHAKLALA, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,3622.65,65236.61,50.0,11751.59,978.55,0,0.0,78016.75,78016.75,81917.58,A-1a,11 85114 6011404 U,76209591246,8375356,Awamiri Zackariya,"H NO 148 Qutaybah Tunnel, CHAKLALA, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,2988.37,51916.71,50.0,9354.01,778.75,35,0.0,62134.46,62134.46,65241.19,A-1a,11 48399 6586846 U,76209591246,8375356,Awamiri Zackariya,"H NO 148 Qutaybah Tunnel, CHAKLALA, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,2509.89,41868.69,50.0,7545.36,628.03,35,0.0,50127.08,50127.08,52633.44,A-1a,11 42623 4734698 U,76209591246,8375356,Awamiri Zackariya,"H NO 148 Qutaybah Tunnel, CHAKLALA, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,2179.33,34926.83,50.0,6295.83,523.9,35,0.0,41831.56,41831.56,43923.13,A-1a,11 98767 7038696 U,76209591246,8375356,Awamiri Zackariya,"H NO 148 Qutaybah Tunnel, CHAKLALA, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,1961.03,30342.71,50.0,5470.69,455.14,0,0.0,36318.54,36318.54,38134.47,A-1a,11 16050 3607433 U,76209591246,8375356,Awamiri Zackariya,"H NO 148 Qutaybah Tunnel, CHAKLALA, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,1885.75,28761.83,50.0,5186.13,431.43,0,1440.59,35869.98,35869.98,37663.48,A-1a,11 42271 6904461 U,76209591246,8375356,Awamiri Zackariya,"H NO 148 Qutaybah Tunnel, CHAKLALA, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,1934.5,29785.48,50.0,5370.39,446.78,35,0.0,35687.65,35687.65,37472.03,A-1a,11 69278 2755153 U,95315934099,7444964,Yathrib Ubaadah,"H NO 924 Jameel Well, WESTRIDGE, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,1842.13,27845.75,50.0,5021.24,417.69,0,0.0,33334.67,33334.67,35001.41,A-1a,11 73387 2302060 U,95315934099,7444964,Yathrib Ubaadah,"H NO 924 Jameel Well, WESTRIDGE, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,2273.28,36899.78,50.0,6650.96,553.5,0,0.0,44154.23,44154.23,46361.94,A-1a,11 80796 1697178 U,95315934099,7444964,Yathrib Ubaadah,"H NO 924 Jameel Well, WESTRIDGE, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,2386.0,39267.02,50.0,7077.06,589.01,0,0.0,46983.09,46983.09,49332.24,A-1a,11 95183 3896761 U,95315934099,7444964,Yathrib Ubaadah,"H NO 924 Jameel Well, WESTRIDGE, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,3349.61,59502.85,50.0,10719.51,892.54,35,0.0,71199.91,71199.91,74759.9,A-1a,11 76855 8323824 U,95315934099,7444964,Yathrib Ubaadah,"H NO 924 Jameel Well, WESTRIDGE, RAWALPINDI"
JUN 24,2024-06-25,2024-07-09,3802.1,69005.04,50.0,12429.91,1035.08,0,0.0,82520.02,82520.02,86646.02,A-1a,11 70378 3548034 U,95315934099,7444964,Yathrib Ubaadah,"H NO 924 Jameel Well, WESTRIDGE, RAWALPINDI"
JUL 24,2024-07-25,2024-08-08,3904.81,71162.05,50.0,12818.17,1067.43,0,0.0,85097.65,85097.65,89352.53,A-1a,11 74050 3315198 U,95315934099,7444964,Yathrib Ubaadah,"H NO 924 Jameel Well, WESTRIDGE, RAWALPINDI"
AUG 24,2024-08-25,2024-09-08,3563.71,63998.93,50.0,11528.81,959.98,0,0.0,76537.72,76537.72,80364.61,A-1a,11 49857 9595175 U,95315934099,7444964,Yathrib Ubaadah,"H NO 924 Jameel Well, WESTRIDGE, RAWALPINDI"
SEP 24,2024-09-25,2024-10-09,2950.03,51111.61,50.0,9209.09,766.67,35,2558.08,63730.45,63730.45,66916.98,A-1a,11 48898 4599576 U,95315934099,7444964,Yathrib Ubaadah,"H NO 924 Jameel Well, WESTRIDGE, RAWALPINDI"
OCT 24,2024-10-25,2024-11-08,2525.79,42202.67,50.0,7605.48,633.04,35,0.0,50526.2,50526.2,53052.51,A-1a,11 10372 2692493 U,95315934099,7444964,Yathrib Ubaadah,"H NO 924 Jameel Well, WESTRIDGE, RAWALPINDI"
NOV 24,2024-11-25,2024-12-09,2202.05,35403.97,50.0,6381.71,531.06,35,1772.7,44174.44,44174.44,46383.16,A-1a,11 71436 1060846 U,95315934099,7444964,Yathrib Ubaadah,"H NO 924 Jameel Well, WESTRIDGE, RAWALPINDI"
DEC 24,2024-12-25,2025-01-08,1958.0,30279.06,50.0,5459.23,454.19,0,1516.45,37758.93,37758.93,39646.88,A-1a,11 57804 5642965 U,95315934099,7444964,Yathrib Ubaadah,"H NO 924 Jameel Well, WESTRIDGE, RAWALPINDI"
JAN 25,2025-01-25,2025-02-08,1883.4,28712.3,50.0,5177.21,430.68,35,0.0,34405.19,34405.19,36125.45,A-1a,11 23656 4871749 U,95315934099,7444964,Yathrib Ubaadah,"H NO 924 Jameel Well, WESTRIDGE, RAWALPINDI"
JAN 24,2024-01-25,2024-02-08,1958.6,30291.64,50.0,5461.5,454.37,0,0.0,36257.51,36257.51,38070.39,A-1a,11 20716 5940215 U,88233449574,5038756,Wahhaab Jaabir,"H NO 507 Yaaseen Squares, MORGHAH, RAWALPINDI"
FEB 24,2024-02-25,2024-03-10,1826.86,27525.14,50.0,4963.53,412.88,0,0.0,32951.55,32951.55,34599.12,A-1a,11 48523 4826193 U,88233449574,5038756,Wahhaab Jaabir,"H NO 507 Yaaseen Squares, MORGHAH, RAWALPINDI"
MAR 24,2024-03-25,2024-04-08,2232.58,36045.12,50.0,6497.12,540.68,0,0.0,43132.91,43132.91,45289.56,A-1a,11 10008 9519454 U,88233449574,5038756,Wahhaab Jaabir,"H NO 507 Yaaseen Squares, MORGHAH, RAWALPINDI"
APR 24,2024-04-25,2024-05-09,2450.19,40615.07,50.0,7319.71,609.23,35,0.0,48629.01,48629.01,51060.46,A-1a,11 93438 9867496 U,88233449574,5038756,Wahhaab Jaabir,"H NO 507 Yaaseen Squares, MORGHAH, RAWALPINDI"
MAY 24,2024-05-25,2024-06-08,3257.92,57577.26,50.0,10372.91,863.66,0,0.0,68863.82,68863.82,72307.01,A-1a,11 32107 1757695 U,88233449574,5038756,Wahhaab Jaabir,"H NO 507 Yaaseen Squares, MORGHAH, RAWALPINDI"
